name,neighborhood,avg_rating,#_of_ratings,avg_cost,avg_cost_2,cash_cards?,variable,value
Os Molas Partidas,Algés,-,1,10 € for two people (approx.),10,Debit Cards accepted,cuisine1,Cafe
Nova Alfama,Alfama,3.2,4,25 € for two people (approx.),25,Cash only,cuisine1,Portuguese
O Barrete Verde,Alcochete Centro,4.1,123,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Portuguese
Aquidabã,Benfica,3.2,3,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
Correio Azul,Baixa,3.6,9,15 € for two people (approx.),15,Debit Cards accepted,cuisine1,Portuguese
Casa de peixe,Pinhal Novo,3.6,16,25 € for two people (approx.),25,Cash only,cuisine1,Portuguese
Wave Garden,Carcavelos,3.4,6,16 € for two people (approx.),16,Cash and Debit Cards accepted,cuisine1,Finger Food
Cantinho da Margarida,Barreiro Centro,-,1,20 € for two people (approx.),20,Cash only,cuisine1,Portuguese
Espaço Junqueira,Alcântara,3.4,21,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine1,Portuguese
Nanu,Olivais,2.9,5,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
Pastelaria São Jorge,Arroios,3.3,7,15 € for two people (approx.),15,Cash only,cuisine1,Portuguese
Corner Quiosque,Marquês de Pombal,3.8,19,22 € for two people (approx.),22,Cash and Cards accepted,cuisine1,Portuguese
Pastelaria Dó-Lá-Si,Lumiar,3.3,7,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
Clarion Suites Cafetaria & Bar - Clarion Suites,Rato,3.3,1,25 € for two people (approx.) with alcohol,25,Cash and Cards accepted,cuisine1,Finger Food
O Cafézinho,Parede,3.0,2,10 € for two people (approx.),10,Cash only,cuisine1,Finger Food
Tasca do Esteves,Alcântara,3.6,38,25 € for two people (approx.),25,Cash only,cuisine1,Portuguese
Rodrigues Perez & Ca,Campo Pequeno,3.3,6,5 € for two people (approx.),5,Cash only,cuisine1,Bakery
Bifanas de Vendas Novas - Casa Original,Benfica,3.8,38,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine1,Grill
Up to Sushi - Picoas,Saldanha,4.0,812,40 € for two people (approx.),40,Cash and Cards accepted,cuisine1,Japanese
As Fracas,Telheiras,2.9,4,6 € for two people (approx.),6,Cash only,cuisine1,Finger Food
Piri-Piri,Caparica,3.7,35,20 € for two people (approx.),20,Cash and Cards accepted,cuisine1,Fresh Fish
Central dos Leitões,Charneca de Caparica,4.0,61,30 € for two people (approx.),30,Cash only,cuisine1,Portuguese
Flor do Zambujal,Buraca,-,0,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
Brasiliamérica,Alvalade,3.6,11,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
The Tower,Areeiro,3.4,8,6 € for two people (approx.),6,Cash only,cuisine1,Finger Food
A Carula,Paço de Arcos,3.9,81,35 € for two people (approx.),35,Cards only,cuisine1,Portuguese
Um Bom Café,Massamá,-,0,20 € for two people (approx.),20,Cash only,cuisine1,Portuguese
Camarro Lounge,Barreiro Centro,3.9,61,12 € for two people (approx.) with alcohol,12,Cash and Debit Cards accepted,cuisine1,Finger Food
Suave,Bairro Alto,3.7,24,15 € for two people (approx.) with alcohol,15,Cash and Cards accepted,cuisine1,Beverages
K-BOB - Restaurante Coreano,Praça de Espanha,3.9,57,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Oriental
Supremacia - Sushi,Benfica,3.9,67,35 € for two people (approx.),35,Cash and Debit Cards accepted,cuisine1,Sushi
Basílio's,Torres Vedras Centro,3.8,39,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Portuguese
O Burguês,Amora,3.7,33,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,Burger
Conserveira de Cacilhas,Cacilhas,3.5,26,20 € for two people (approx.),20,Cash and Cards accepted,cuisine1,Petiscos
Espet D'Ouro,Torre da Marinha,3.6,10,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,BBQ
São Sebastião Lounge - Turim Europa Hotel,Marquês de Pombal,-,0,25 € for two people (approx.) with alcohol,25,Cash and Cards accepted,cuisine1,Finger Food
Bebedouro,Baixa,3.8,21,45 € for two people (approx.),45,Cash and Cards accepted,cuisine1,Tapas
Café Tó Zé,São João,3.2,1,6 € for two people (approx.),6,Cash only,cuisine1,Finger Food
A Grelha do Manel,Alvalade,3.3,86,15 € for two people (approx.),15,Cash and Cards accepted,cuisine1,Grill
Tamusyo Bhansa Ghar,Arroios,3.3,7,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,Indian
Café Central da Milharada,Loures Centro,-,0,15 € for two people (approx.),15,Cash only,cuisine1,Cafe
XL,Lapa-Estrela,4.4,434,65 € for two people (approx.),65,Cash and Cards accepted,cuisine1,Portuguese
Godiva,Chiado,3.5,6,12 € for two people (approx.),12,Cash and Cards accepted,cuisine1,Desserts
Bar Piccadilly Circus,Estoril,2.9,17,15 € for two people (approx.) with alcohol,15,Cash only,cuisine1,Finger Food
Papamassa,São João do Estoril,3.9,125,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Italian
Túnel de Santos,Santos,2.4,204,25 € for two people (approx.),25,Cash and Cards accepted,cuisine1,Portuguese
Il Redella Pizzaria,Campo Pequeno,-,2,25 € for two people (approx.),25,Cash and Cards accepted,cuisine1,Italian
Cantinho da Avenida,Cacém,3.3,3,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
Há Petisco,São Domingos de Benfica,3.1,1,8 € for two people (approx.),8,Cash and Debit Cards accepted,cuisine1,Cafe
Himchuli,Alcântara,4.2,413,35 € for two people (approx.),35,Cash and Cards accepted,cuisine1,Nepalese
Leão d'Ouro,Barreiro Centro,2.8,22,40 € for two people (approx.),40,Cash and Debit Cards accepted,cuisine1,Seafood
Mátria,Odivelas Centro,3.5,12,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
Pinguim,Olivais,3.1,4,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
Avanti Pizza & Crepes,São Domingos de Benfica,3.9,50,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Finger Food
Restaurante Terrace - Hotel Arribas,Colares,3.9,63,35 € for two people (approx.),35,Cash and Cards accepted,cuisine1,Portuguese
Saloon Rinchoa,Rio de Mouro,3.7,19,20 € for two people (approx.) with alcohol,20,Cash and Debit Cards accepted,cuisine1,Beverages
Café Ferreira,São João da Talha,-,0,8 € for two people (approx.),8,Cash only,cuisine1,Finger Food
Casa Portuguesa,Ericeira,4.0,190,35 € for two people (approx.),35,Cash only,cuisine1,Petiscos
Os Amigos de Campolide,Campolide,3.0,2,15 € for two people (approx.),15,Cash only,cuisine1,Finger Food
Quinta do Arneiro,Azueira-Sobral da Abelheira,4.4,35,50 € for two people (approx.),50,Cash and Debit Cards accepted,cuisine1,Portuguese
Merkado,Venda do Pinheiro,3.9,53,37 € for two people (approx.),37,Cash and Debit Cards accepted,cuisine1,Portuguese
Cervejaria Vadia,Colares,3.1,22,30 € for two people (approx.),30,Cash only,cuisine1,Seafood
Os Minhotos,Alfama,2.9,11,25 € for two people (approx.),25,Cash only,cuisine1,Portuguese
Espaço do Marquês,Marquês de Pombal,3.5,25,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine1,Portuguese
A Balança,Linda-a-Velha,-,3,15 € for two people (approx.),15,Cash only,cuisine1,Portuguese
Gelataria Croissanteria Graça,Benfica,3.2,0,8 € for two people (approx.),8,Cash only,cuisine1,Finger Food
Bouças Bar,Moscavide,-,1,15 € for two people (approx.) with alcohol,15,Cash and Debit Cards accepted,cuisine1,Drinks Only
A Capoeira,Lapa-Estrela,3.2,0,8 € for two people (approx.),8,Cash only,cuisine1,Finger Food
Restaurante Santa Maria,Entrecampos,2.9,33,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Portuguese
Bar da Praia,Cascais Centro,3.8,27,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Portuguese
Degrau,Paço de Arcos,3.2,1,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine1,Finger Food
Adega do Saraiva,Colares,4.1,151,40 € for two people (approx.),40,Cash only,cuisine1,Portuguese
Velho Macedo,Baixa,3.7,33,40 € for two people (approx.),40,Cash and Cards accepted,cuisine1,Portuguese
Ribs & Company,Odivelas Centro,4.5,"2,184",25 € for two people (approx.),25,Cash and Cards accepted,cuisine1,American
Grapes and Bites,Bairro Alto,4.1,75,80 € for two people (approx.) with alcohol,80,Cash and Cards accepted,cuisine1,Beverages
A Taverna dos Piratas,Corroios,3.7,68,45 € for two people (approx.),45,Cash and Cards accepted,cuisine1,Portuguese
A Panificação Mecânica,Campo de Ourique,3.4,25,5 € for two people (approx.),5,Cash and Debit Cards accepted,cuisine1,Bakery
Pastelaria Amanhecer,Póvoa de Santo Adrião,-,2,14 € for two people (approx.),14,Cash and Debit Cards accepted,cuisine1,Cafe
Martínez by Lx Grill,Areeiro,4.1,628,25 € for two people (approx.),25,Cash and Cards accepted,cuisine1,Portuguese
Refeitório Associativo Hare Krishna,Saldanha,4.3,427,16 € for two people (approx.),16,Debit Cards accepted,cuisine1,Vegetarian
Arca Doce - Casa dos Queques,Parede,3.9,26,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
Welcome,Alcântara,3.8,35,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Indian
Adrenalina Bar,Barreiro Centro,-,0,20 € for two people (approx.) with alcohol,20,Cash only,cuisine1,Drinks Only
Galinha Gorda,Olivais,3.6,39,15 € for two people (approx.),15,Cash and Cards accepted,cuisine1,Portuguese
Snack Bar TenisLaranjeiras,São Domingos de Benfica,-,0,12 € for two people (approx.),12,Cash and Cards accepted,cuisine1,Finger Food
Dom Ricardo,Aldeia do Meco,3.8,33,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Grill
Ard' Lenha,Moita Centro,3.8,51,18 € for two people (approx.),18,Cash only,cuisine1,Pizza
Pastelaria d'Aguilha,São Domingos de Rana,-,2,6 € for two people (approx.),6,Cash only,cuisine1,Finger Food
Quiosque B&V,Torres Vedras Centro,-,3,12 € for two people (approx.),12,Cash only,cuisine1,Finger Food
Nook,Ericeira,3.7,23,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Steak
Bom Petisco,Atalaia,-,0,14 € for two people (approx.),14,Cash and Debit Cards accepted,cuisine1,Petiscos
Venda Nova,Venda Nova,-,0,10 € for two people (approx.),10,Cash only,cuisine1,Portuguese
Boteco da Francesinha,Mem Martins,3.5,5,15 € for two people (approx.),15,Cash only,cuisine1,Finger Food
Gelsiu,Carnide,2.9,15,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
A Pomarense,Avenida da Liberdade,3.1,9,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine1,Finger Food
Santinhos,Turcifal,3.6,22,40 € for two people (approx.),40,Cash only,cuisine1,Portuguese
Restaurante Valente,Sobreda,3.5,6,20 € for two people (approx.),20,Cash and Cards accepted,cuisine1,Portuguese
Catemba,Carcavelos,3.7,11,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,Portuguese
O Samaritanas,Belas,3.2,2,15 € for two people (approx.),15,Cash and Cards accepted,cuisine1,Cafe
"Gift, Cafetaria & Petiscos",Paço de Arcos,3.4,5,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
Leitaria Anunciada,Avenida da Liberdade,2.9,25,32 € for two people (approx.),32,Cash and Cards accepted,cuisine1,Portuguese
Carinho do Vinho,Príncipe Real,3.5,17,15 € for two people (approx.) with alcohol,15,Cash and Cards accepted,cuisine1,Beverages
A Petisqueira,São João do Estoril,3.2,1,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine1,Finger Food
Kwá Dóxi,Santos,3.8,32,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,African
Confraria do Bonfim,Setubal Centro,3.6,27,20 € for two people (approx.),20,Cash only,cuisine1,Cafe
A Flor da Laranja,Bairro Alto,4.0,70,35 € for two people (approx.),35,Cash and Debit Cards accepted,cuisine1,Moroccan
Pregoeiro de Carnide,Carnide,3.9,96,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Portuguese
Ponto do Café,Cascais Centro,2.8,3,5 € for two people (approx.),5,Debit Cards accepted,cuisine1,Cafe
Esplanada D. Dinis,Marvila,3.4,1,10 € for two people (approx.),10,Cash only,cuisine1,Cafe
Pastelaria 4 Estações,Mem Martins,2.9,2,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
Grab & Go,Arroios,3.2,5,6 € for two people (approx.),6,Cash only,cuisine1,Fast Food
Pétala Azul,Alvalade,3.6,3,15 € for two people (approx.),15,Cash only,cuisine1,Portuguese
Barrosã,Areeiro,3.5,7,20 € for two people (approx.),20,"Cash, Debit Cards and Meal Coupons accepted",cuisine1,Portuguese
O Cantinho do António,Damaia,3.6,13,17 € for two people (approx.),17,Cash only,cuisine1,Portuguese
Traga Luz,Carcavelos,3.5,10,25 € for two people (approx.),25,Cash and Cards accepted,cuisine1,Portuguese
O Arcadas,Algés,-,0,5 € for two people (approx.),5,Cash only,cuisine1,Cafe
Armazém da Cachaça,Lapa-Estrela,3.8,22,45 € for two people (approx.),45,Cash and Cards accepted,cuisine1,Portuguese
Signo Aquarius,Algés,2.8,8,12 € for two people (approx.),12,Cash and Cards accepted,cuisine1,Cafe
Musgo Verde,Damaia,-,1,12 € for two people (approx.),12,Cash only,cuisine1,Finger Food
Pousadoiro - Sabores Ibéricos,Massamá,3.9,75,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Portuguese
Pastelaria Lusitana,Torre da Marinha,-,0,10 € for two people (approx.),10,Cash only,cuisine1,Cafe
Mocambo,Venteira,3.4,4,8 € for two people (approx.),8,Cash only,cuisine1,Finger Food
O Simões da Aldeia,Almargem do Bispo,3.8,41,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Portuguese
Trinca Forte,Beato,3.2,0,16 € for two people (approx.),16,Cash and Debit Cards accepted,cuisine1,Portuguese
Real Sports Bar - Hotel Real Parque,Saldanha,4.0,137,26 € for two people (approx.),26,Cash and Cards accepted,cuisine1,Petiscos
Sempre Sol Snack-Bar,Oeiras e São Julião da Barra,3.5,7,8 € for two people (approx.),8,Debit Cards accepted,cuisine1,Finger Food
Monalisa,Benfica,3.5,13,14 € for two people (approx.),14,Cash only,cuisine1,Cafe
Come Prima,Lapa-Estrela,4.7,"1,864",60 € for two people (approx.),60,Cash and Debit Cards accepted,cuisine1,Italian
Cave Real,Saldanha,3.9,52,40 € for two people (approx.),40,Cash and Cards accepted,cuisine1,Portuguese
Tasquinha do Joy,Ericeira,3.8,91,35 € for two people (approx.),35,Cash and Cards accepted,cuisine1,Portuguese
Chique,Campolide,2.9,13,35 € for two people (approx.),35,Cash and Cards accepted,cuisine1,Portuguese
Ponto Final Café,São Pedro da Cadeira,-,3,6 € for two people (approx.),6,Cash and Cards accepted,cuisine1,Finger Food
Café Martinho,Santo Antão do Tojal,2.7,7,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine1,Portuguese
Sacolinha,Venteira,4.1,149,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
Genuíno Atelier do Presunto,Campo de Ourique,3.6,11,12 € for two people (approx.),12,Cash and Cards accepted,cuisine1,Finger Food
Ovo de Colombo,Telheiras,3.5,85,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,Grill
O Fernandinho,Chiado,3.9,28,26 € for two people (approx.),26,Cash and Debit Cards accepted,cuisine1,Portuguese
Rainha das Baguetes 3,Setubal Centro,-,3,12 € for two people (approx.),12,Cash only,cuisine1,Portuguese
Taberna do Largo,Setubal Centro,4.2,184,20 € for two people (approx.),20,Cash and Cards accepted,cuisine1,Portuguese
Angels Bar,Carcavelos,2.9,61,15 € for two people (approx.),15,Cash and Cards accepted,cuisine1,Portuguese
Brown’s Bistro – Brown’s Boutique Hotel,Baixa,3.8,231,35 € for two people (approx.),35,Cash and Cards accepted,cuisine1,Burger
Stuppendo Sushi Bar,Paço de Arcos,4.2,211,50 € for two people (approx.),50,Cash and Cards accepted,cuisine1,Sushi
Xenu,Marquês de Pombal,3.7,24,40 € for two people (approx.),40,Cash and Cards accepted,cuisine1,Portuguese
Campeão,Barreiro Centro,-,0,6 € for two people (approx.),6,Cash only,cuisine1,Finger Food
Abaco's Bar,Venteira,-,0,10 € for two people (approx.) with alcohol,10,Cash only,cuisine1,Drinks Only
Tiffin Café Lisboa,Lapa-Estrela,4.0,24,20 € for two people (approx.),20,Cards only,cuisine1,Healthy Food
Doner Bar,Arroios,3.7,33,12 € for two people (approx.),12,Cash only,cuisine1,Kebab
Xin Yun,Barreiro Centro,3.9,54,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine1,Chinese
Pizzaria Va Bene,Arroios,3.5,10,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine1,Italian
O Gaiteiro - Salão de Chá,Palmela Centro,3.8,50,15 € for two people (approx.),15,Cash only,cuisine1,Finger Food
Descobre Restaurante,Belém,4.2,211,50 € for two people (approx.),50,Cash and Cards accepted,cuisine1,Portuguese
O`Malta Bistrobar,São João,3.9,37,20 € for two people (approx.) with alcohol,20,Cash only,cuisine1,Petiscos
Aqui Peixe & Companhia,Costa da Caparica,3.2,5,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Portuguese
O Motorista,Póvoa de Santa Iria,3.7,21,20 € for two people (approx.),20,Cash only,cuisine1,Portuguese
Manhãs Fofas Bola de Mel,Benfica,3.5,16,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine1,Cafe
Golo de Benfica,Benfica,2.8,26,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine1,Portuguese
O Santos,Santa Iria da Azóia,3.6,10,16 € for two people (approx.),16,Cash and Cards accepted,cuisine1,Portuguese
Caffè di Marzano,Chiado,4.2,84,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Italian
Restaurante Central,Colares,3.8,30,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Portuguese
Xapuri Bistro,Chiado,4.0,39,40 € for two people (approx.),40,Cash and Cards accepted,cuisine1,Portuguese
Tô na Onda,Oeiras e São Julião da Barra,3.4,85,30 € for two people (approx.),30,Cards only,cuisine1,Portuguese
Taberna Ti'Camila,Alfama,2.7,30,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,Petiscos
Cores e Sabores 3,Setubal Centro,3.6,127,28 € for two people (approx.),28,Cash and Debit Cards accepted,cuisine1,Italian
Golfstar Pastelaria,Marvila,3.5,7,8 € for two people (approx.),8,Cash and Cards accepted,cuisine1,Cafe
